SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes
-0.4400500741922562,1.284046387174674,1.467486225820704,0.9904608312436429,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.1007691977165911,-1.482476483572664,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,1.1273236113860083,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,-1.1190159513131095,0.9703014995184509,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,1.658613477710246
-0.4400500741922562,1.446965867750117,1.467486225820704,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.9560964707376666,-0.6538352730689091,0.9904608312436429,-0.6504511034965725,-3.040334909781546,1.1620834942289857,-0.8870567332219115,-0.523530443078904,1.7909823073088558,1.658613477710246
-0.4400500741922562,1.60988534832556,-1.3167482414719132,0.9904608312436429,1.5373945783539884,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.22295880814817332,-0.5212526793883082,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,-0.06003932757273035,-1.482476483572664,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,1.658613477710246
2.272468654472045,-1.200475691600831,0.30738853111544684,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,0.9989372961676488,-0.3555244372875572,0.9904608312436429,-0.6504511034965725,-3.040334909781546,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-1.037556211025388,0.3736798279557472,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,0.8767476857360667,1.3017579837199529,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,1.658613477710246
2.272468654472045,1.5284256080378384,0.8377189058378501,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,1.0803970364553703,1.1691753900393522,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,1.1620834942289857,1.1273236113860083,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.7931769901622236,-1.5156221319928143,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,1.3655061274623954,0.34053417953559706,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,0.9582074260237881,-1.449330835152514,0.9904608312436429,1.5373945783539884,0.3289111330408834,1.1620834942289857,1.1273236113860083,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,1.60988534832556,1.136029741619202,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,-1.2819354318885525,0.17480593743484604,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,-0.8870567332219115,-0.523530443078904,1.7909823073088558,1.658613477710246
2.272468654472045,-0.34514841857975553,-0.7864178667495099,-1.0096310408806166,-0.6504511034965725,-3.040334909781546,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,1.658613477710246
-0.4400500741922562,1.446965867750117,-1.5156221319928143,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,1.60988534832556,1.6000688195013049,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,1.1273236113860083,-0.523530443078904,1.7909823073088558,-0.6029132244726014
2.272468654472045,-1.2819354318885525,0.30738853111544684,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,-0.8870567332219115,-0.523530443078904,1.7909823073088558,1.658613477710246
-0.4400500741922562,-0.1007691977165911,-1.3167482414719132,-1.0096310408806166,1.5373945783539884,0.3289111330408834,1.1620834942289857,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,1.60988534832556,1.6000688195013049,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,0.8360178155922059,0.9703014995184509,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.9968263408815273,-1.449330835152514,-1.0096310408806166,-0.6504511034965725,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-1.2819354318885525,-0.6206896246487589,0.9904608312436429,-0.6504511034965725,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,1.658613477710246
-0.4400500741922562,0.8360178155922059,0.40682547637589744,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,1.1273236113860083,-0.523530443078904,1.7909823073088558,-0.6029132244726014
2.272468654472045,-0.1007691977165911,-0.8195635151696601,-1.0096310408806166,-0.6504511034965725,-3.040334909781546,-0.860523365976793,1.1273236113860083,1.9101085967779812,-0.5583528077966375,1.658613477710246
-0.4400500741922562,-1.2412055617446918,-0.7201265699092094,-1.0096310408806166,-0.6504511034965725,-3.040334909781546,-0.860523365976793,1.1273236113860083,-0.523530443078904,-0.5583528077966375,1.658613477710246
2.272468654472045,-0.7524471200183629,-1.482476483572664,0.9904608312436429,-0.6504511034965725,0.3289111330408834,1.1620834942289857,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,0.5916385947290415,-0.02406795308605519,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,0.30652950372201626,-1.482476483572664,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-1.200475691600831,0.17480593743484604,0.9904608312436429,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,1.658613477710246
-0.4400500741922562,0.3879892440097378,1.1691753900393522,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,1.1273236113860083,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,0.7952879454483451,-1.449330835152514,0.9904608312436429,1.5373945783539884,0.3289111330408834,1.1620834942289857,1.1273236113860083,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.1007691977165911,0.10851464059454563,0.9904608312436429,1.5373945783539884,0.3289111330408834,1.1620834942289857,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.426608158867477,0.3736798279557472,-1.0096310408806166,1.5373945783539884,0.3289111330408834,1.1620834942289857,1.1273236113860083,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-1.2819354318885525,-0.9521461088502609,0.9904608312436429,-0.6504511034965725,-3.040334909781546,1.1620834942289857,1.1273236113860083,1.9101085967779812,-0.5583528077966375,1.658613477710246
-0.4400500741922562,0.06215028285885186,-0.6538352730689091,0.9904608312436429,1.5373945783539884,-3.040334909781546,-0.860523365976793,-0.8870567332219115,1.9101085967779812,-0.5583528077966375,-0.6029132244726014
-0.4400500741922562,-0.7524471200183629,-1.482476483572664,0.9904608312436429,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,1.7909823073088558,-0.6029132244726014
-0.4400500741922562,0.7545580753044844,0.17480593743484604,-1.0096310408806166,1.5373945783539884,0.3289111330408834,-0.860523365976793,-0.8870567332219115,-0.523530443078904,-0.5583528077966375,-0.6029132244726014
